Ссылка на авто;Название авто;Год выпуска;Пробег;Кузов;Цвет;Двигатель;Коробка;Привод;Состояние;Цена в российских рублях;Цена в белорусских рублях;Цена в долларах
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1116990555-a02c35c1/;Mercedes-Benz GLE Coupe AMG 63 AMG I (C292);2017;63 000 км;внедорожник 5 дв.;чёрный;5.5 л / 558 л.с. / Бензин;автоматическая;полный;Не требует ремонта;6,270,000;257,178;100,625
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1114810352-4d4de8b2/;Mercedes-Benz GLE Coupe AMG 63 AMG S I (C292);2015;25 000 км;внедорожник 5 дв.;чёрный;5.5 л / 585 л.с. / Бензин;автоматическая;полный;Не требует ремонта;6,300,000;258,408;101,107
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1115669572-027e4732/;Mercedes-Benz GLE Coupe AMG 43 AMG I (C292);2016;81 000 км;внедорожник 5 дв.;синий;3.0 л / 367 л.с. / Бензин;автоматическая;полный;Не требует ремонта;6,380,000;261,689;102,391
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1116055720-6c6a4a99/;Mercedes-Benz GLE Coupe AMG 43 AMG I (C292);2016;53 000 км;внедорожник 5 дв.;чёрный;3.0 л / 367 л.с. / Бензин;автоматическая;полный;Не требует ремонта;6,430,000;263,740;103,193
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1115394241-0524ce3c/;Mercedes-Benz GLE Coupe AMG 43 AMG I (C292);2018;33 000 км;внедорожник 5 дв.;чёрный;3.0 л / 390 л.с. / Бензин;автоматическая;полный;Не требует ремонта;6,440,000;264,150;103,354
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1116939200-60470d6b/;Mercedes-Benz GLE Coupe AMG 63 AMG S I (C292);2016;38 000 км;внедорожник 5 дв.;белый;5.5 л / 585 л.с. / Бензин;автоматическая;полный;Не требует ремонта;6,470,000;265,381;103,835
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1116956694-04e44d95/;Mercedes-Benz GLE Coupe AMG 43 AMG I (C292);2019;17 000 км;внедорожник 5 дв.;белый;3.0 л / 390 л.с. / Бензин;автоматическая;полный;Не требует ремонта;6,480,000;265,791;103,996
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1105422513-b38b5ac7/;Mercedes-Benz GLE Coupe AMG 43 AMG I (C292);2017;62 000 км;внедорожник 5 дв.;чёрный;3.0 л / 367 л.с. / Бензин;автоматическая;полный;Не требует ремонта;6,490,000;266,201;104,156
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1096902960-55dde7e1/;Mercedes-Benz GLE Coupe AMG 63 AMG I (C292);2017;51 000 км;внедорожник 5 дв.;белый;5.5 л / 558 л.с. / Бензин;автоматическая;полный;Не требует ремонта;6,500,000;266,611;104,317
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1116914116-aac7e71f/;Mercedes-Benz GLE Coupe AMG 43 AMG I (C292);2017;167 000 км;внедорожник 5 дв.;белый;3.0 л / 367 л.с. / Бензин;автоматическая;полный;Не требует ремонта;6,550,000;268,662;105,119
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1114939007-6aaac37e/;Mercedes-Benz GLE Coupe AMG 63 AMG S I (C292);2018;107 000 км;внедорожник 5 дв.;чёрный;5.5 л / 585 л.с. / Бензин;автоматическая;полный;Не требует ремонта;6,560,000;269,073;105,280
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1102856798-66ef222d/;Mercedes-Benz GLE Coupe AMG 63 AMG S I (C292);2016;41 000 км;внедорожник 5 дв.;чёрный;5.5 л / 585 л.с. / Бензин;автоматическая;полный;Не требует ремонта;6,570,000;269,483;105,440
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1116602765-cda5d585/;Mercedes-Benz GLE Coupe AMG 63 AMG S I (C292);2016;51 000 км;внедорожник 5 дв.;белый;5.5 л / 585 л.с. / Бензин;автоматическая;полный;Не требует ремонта;6,620,000;271,534;106,242
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1116450018-98fd29ab/;Mercedes-Benz GLE Coupe AMG 63 AMG S I (C292);2015;113 000 км;внедорожник 5 дв.;белый;5.5 л / 585 л.с. / Бензин;автоматическая;полный;Не требует ремонта;6,620,000;271,534;106,242
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1115965062-b64eae55/;Mercedes-Benz GLE Coupe AMG 43 AMG I (C292);2018;50 000 км;внедорожник 5 дв.;белый;3.0 л / 390 л.с. / Бензин;автоматическая;полный;Не требует ремонта;6,640,000;272,354;106,563
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1116468017-85b022b8/;Mercedes-Benz GLE Coupe AMG 43 AMG I (C292);2018;60 000 км;внедорожник 5 дв.;белый;3.0 л / 390 л.с. / Бензин;автоматическая;полный;Не требует ремонта;6,670,000;273,584;107,045
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1103353494-232598fe/;Mercedes-Benz GLE Coupe AMG 63 AMG I (C292);2018;96 000 км;внедорожник 5 дв.;серый;5.5 л / 558 л.с. / Бензин;автоматическая;полный;Не требует ремонта;6,720,000;275,635;107,847
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1115637625-23df0b78/;Mercedes-Benz GLE Coupe AMG 63 AMG I (C292);2017;48 000 км;внедорожник 5 дв.;чёрный;5.5 л / 558 л.с. / Бензин;автоматическая;полный;Не требует ремонта;6,740,000;276,456;108,168
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1116319759-a20965f9/;Mercedes-Benz GLE Coupe AMG 63 AMG I (C292);2015;42 000 км;внедорожник 5 дв.;серый;5.5 л / 558 л.с. / Бензин;автоматическая;полный;Не требует ремонта;6,800,000;278,917;109,131
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1116800934-c2ea6669/;Mercedes-Benz GLE Coupe AMG 63 AMG I (C292);2018;50 000 км;внедорожник 5 дв.;белый;5.5 л / 558 л.с. / Бензин;автоматическая;полный;Не требует ремонта;6,930,000;284,249;111,218
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1105417779-c59e2023/;Mercedes-Benz GLE Coupe AMG 63 AMG S I (C292);2018;58 000 км;внедорожник 5 дв.;серый;5.5 л / 585 л.с. / Бензин;автоматическая;полный;Не требует ремонта;7,020,000;287,940;112,662
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1115650031-cb7ead51/;Mercedes-Benz GLE Coupe AMG 43 AMG I (C292);2017;39 000 км;внедорожник 5 дв.;синий;3.0 л / 390 л.с. / Бензин;автоматическая;полный;Не требует ремонта;7,030,000;288,351;112,822
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1116891844-312fc022/;Mercedes-Benz GLE Coupe AMG 63 AMG I (C292);2018;112 000 км;внедорожник 5 дв.;чёрный;5.5 л / 558 л.с. / Бензин;автоматическая;полный;Не требует ремонта;7,140,000;292,863;114,588
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1116518980-ebadac7c/;Mercedes-Benz GLE Coupe AMG 43 AMG I (C292);2018;18 000 км;внедорожник 5 дв.;белый;3.0 л / 390 л.с. / Бензин;автоматическая;полный;Не требует ремонта;7,150,000;293,273;114,748
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1116586287-d829af97/;Mercedes-Benz GLE Coupe AMG 43 AMG I (C292);2019;29 000 км;внедорожник 5 дв.;чёрный;3.0 л / 390 л.с. / Бензин;автоматическая;полный;Не требует ремонта;7,210,000;295,734;115,711
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1116523047-1463b9b2/;Mercedes-Benz GLE Coupe AMG 63 AMG S I (C292);2017;55 000 км;внедорожник 5 дв.;чёрный;5.5 л / 585 л.с. / Бензин;автоматическая;полный;Не требует ремонта;7,250,000;297,374;116,353
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1115786075-2183be85/;Mercedes-Benz GLE Coupe AMG 63 AMG S I (C292);2018;83 000 км;внедорожник 5 дв.;синий;5.5 л / 585 л.с. / Бензин;автоматическая;полный;Не требует ремонта;7,500,000;307,629;120,365
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1115951614-0757fc88/;Mercedes-Benz GLE Coupe AMG 63 AMG S I (C292);2018;42 000 км;внедорожник 5 дв.;синий;5.5 л / 585 л.с. / Бензин;автоматическая;полный;Не требует ремонта;7,540,000;309,269;121,007
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1116303139-c6e616f0/;Mercedes-Benz GLE Coupe AMG 63 AMG S I (C292);2018;27 000 км;внедорожник 5 дв.;чёрный;5.5 л / 585 л.с. / Бензин;автоматическая;полный;Не требует ремонта;7,570,000;310,500;121,489
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1102945208-c0a9c3b5/;Mercedes-Benz GLE Coupe AMG 43 AMG I (C292);2019;31 000 км;внедорожник 5 дв.;белый;3.0 л / 390 л.с. / Бензин;автоматическая;полный;Не требует ремонта;7,630,000;312,961;122,452
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1116116630-e3399436/;Mercedes-Benz GLE Coupe AMG 43 AMG I (C292);2017;52 000 км;внедорожник 5 дв.;серый;3.0 л / 367 л.с. / Бензин;автоматическая;полный;Не требует ремонта;7,700,000;315,832;123,575
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1115633515-1f9f9f59/;Mercedes-Benz GLE Coupe AMG 43 AMG I (C292);2017;25 000 км;внедорожник 5 дв.;чёрный;3.0 л / 390 л.с. / Бензин;автоматическая;полный;Не требует ремонта;7,770,000;318,703;124,699
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1116060495-5a2b2e9c/;Mercedes-Benz GLE Coupe AMG 63 AMG I (C292);2019;88 000 км;внедорожник 5 дв.;серый;5.5 л / 558 л.с. / Бензин;автоматическая;полный;Не требует ремонта;7,780,000;319,114;124,859
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1100424488-1c17aecc/;Mercedes-Benz GLE Coupe AMG 63 AMG S I (C292);2018;60 000 км;внедорожник 5 дв.;белый;5.5 л / 585 л.с. / Бензин;автоматическая;полный;Не требует ремонта;7,910,000;324,446;126,945
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1115298664-1a1efb48/;Mercedes-Benz GLE Coupe AMG 63 AMG I (C292);2018;38 000 км;внедорожник 5 дв.;белый;5.5 л / 558 л.с. / Бензин;автоматическая;полный;Не требует ремонта;7,960,000;326,497;127,748
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1116635362-e133feb5/;Mercedes-Benz GLE Coupe AMG 63 AMG S I (C292);2019;41 000 км;внедорожник 5 дв.;чёрный;5.5 л / 585 л.с. / Бензин;автоматическая;полный;Не требует ремонта;7,980,000;327,317;128,069
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1116811044-818d38db/;Mercedes-Benz GLE Coupe AMG 63 AMG S I (C292);2017;20 000 км;внедорожник 5 дв.;чёрный;5.5 л / 585 л.с. / Бензин;автоматическая;полный;Не требует ремонта;7,980,000;327,317;128,069
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1115628927-3e7ed085/;Mercedes-Benz GLE Coupe AMG 63 AMG S I (C292);2018;23 000 км;внедорожник 5 дв.;белый;5.5 л / 585 л.с. / Бензин;автоматическая;полный;Не требует ремонта;8,020,000;328,958;128,711
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1116526567-7506ab8f/;Mercedes-Benz GLE Coupe AMG 63 AMG S I (C292);2019;11 000 км;внедорожник 5 дв.;белый;5.5 л / 585 л.с. / Бензин;автоматическая;полный;Не требует ремонта;8,230,000;337,571;132,081
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1106676215-c371598b/;Mercedes-Benz GLE Coupe AMG 63 AMG S I (C292);2018;41 000 км;внедорожник 5 дв.;чёрный;5.5 л / 585 л.с. / Бензин;автоматическая;полный;Не требует ремонта;8,400,000;344,544;134,809
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1116052491-39989f23/;Mercedes-Benz GLE Coupe AMG 43 AMG I (C292);2018;24 000 км;внедорожник 5 дв.;чёрный;3.0 л / 390 л.с. / Бензин;автоматическая;полный;Не требует ремонта;8,630,000;353,978;138,501
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1115216830-f456ac04/;Mercedes-Benz GLE Coupe AMG 63 AMG S I (C292);2017;33 000 км;внедорожник 5 дв.;белый;5.5 л / 585 л.с. / Бензин;автоматическая;полный;Не требует ремонта;8,850,000;363,002;142,031
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1115726108-f599793c/;Mercedes-Benz GLE Coupe AMG 63 AMG S I (C292);2017;56 000 км;внедорожник 5 дв.;чёрный;5.5 л / 585 л.с. / Бензин;автоматическая;полный;Не требует ремонта;8,850,000;363,002;142,031
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1116268247-184d4731/;Mercedes-Benz GLE Coupe AMG 63 AMG S I (C292);2018;77 000 км;внедорожник 5 дв.;серый;5.5 л / 585 л.с. / Бензин;автоматическая;полный;Не требует ремонта;8,930,000;366,283;143,315
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1116500544-66b5b841/;Mercedes-Benz GLE Coupe AMG 43 AMG I (C292);2017;22 000 км;внедорожник 5 дв.;чёрный;3.0 л / 390 л.с. / Бензин;автоматическая;полный;Не требует ремонта;9,000,000;369,155;144,439
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1115185163-cdd9347a/;Mercedes-Benz GLE Coupe AMG 63 AMG S I (C292);2019;39 000 км;внедорожник 5 дв.;синий;5.5 л / 585 л.с. / Бензин;автоматическая;полный;Не требует ремонта;9,110,000;373,666;146,204
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1103180013-3da07ab8/;Mercedes-Benz GLE Coupe AMG 63 AMG I (C292);2018;31 000 км;внедорожник 5 дв.;чёрный;5.5 л / 558 л.с. / Бензин;автоматическая;полный;Не требует ремонта;9,170,000;376,127;147,167
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1116855341-79449616/;Mercedes-Benz GLE Coupe AMG 43 AMG I (C292);2017;10 000 км;внедорожник 5 дв.;синий;3.0 л / 367 л.с. / Бензин;автоматическая;полный;Не требует ремонта;9,210,000;377,768;147,809
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1116663490-b43ff95d/;Mercedes-Benz GLE Coupe AMG 43 AMG I (C292);2019;57 000 км;внедорожник 5 дв.;чёрный;3.0 л / 390 л.с. / Бензин;автоматическая;полный;Не требует ремонта;9,360,000;383,921;150,216
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1106215700-f8fa7ea3/;Mercedes-Benz GLE Coupe AMG 63 AMG I (C292);2017;23 000 км;внедорожник 5 дв.;белый;5.5 л / 558 л.с. / Бензин;автоматическая;полный;Не требует ремонта;9,620,000;394,585;154,389
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1117040342-5647f82b/;Mercedes-Benz GLE Coupe AMG 43 AMG I (C292);2019;8 000 км;внедорожник 5 дв.;серый;3.0 л / 390 л.с. / Бензин;автоматическая;полный;Не требует ремонта;9,680,000;397,046;155,352
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1116762966-578d0add/;Mercedes-Benz GLE Coupe AMG 53 AMG II (C167);2020;76 000 км;внедорожник 5 дв.;серый;3.0 л / 435 л.с. / Бензин;автоматическая;полный;Не требует ремонта;9,880,000;405,250;158,562
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1117020539-adc56b07/;Mercedes-Benz GLE Coupe AMG 53 AMG II (C167);2021;6 000 км;внедорожник 5 дв.;серый;3.0 л / 435 л.с. / Бензин;автоматическая;полный;Не требует ремонта;10,820,000;443,806;173,647
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1115875853-ebaad516/;Mercedes-Benz GLE Coupe AMG 53 AMG II (C167);2020;8 000 км;внедорожник 5 дв.;белый;3.0 л / 435 л.с. / Бензин;автоматическая;полный;Не требует ремонта;10,920,000;447,908;175,252
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1116772379-5438be30/;Mercedes-Benz GLE Coupe AMG 63 AMG II (C167);2021;21 000 км;внедорожник 5 дв.;чёрный;4.0 л / 571 л.с. / Бензин;автоматическая;полный;Не требует ремонта;10,920,000;447,908;175,252
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1116463295-7f51bb29/;Mercedes-Benz GLE Coupe AMG 63 AMG S II (C167);2021;19 000 км;внедорожник 5 дв.;серый;4.0 л / 612 л.с. / Бензин;автоматическая;полный;Не требует ремонта;11,180,000;458,572;179,425
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1116329055-35f6c4d0/;Mercedes-Benz GLE Coupe AMG 63 AMG S II (C167);2020;64 000 км;внедорожник 5 дв.;чёрный;4.0 л / 612 л.с. / Бензин;автоматическая;полный;Не требует ремонта;11,430,000;468,826;183,437
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1116277655-23397d64/;Mercedes-Benz GLE Coupe AMG 63 AMG II (C167);2020;15 000 км;внедорожник 5 дв.;белый;4.0 л / 571 л.с. / Бензин;автоматическая;полный;Не требует ремонта;11,450,000;469,647;183,758
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1116700028-10ba955a/;Mercedes-Benz GLE Coupe AMG 63 AMG II (C167);2020;47 000 км;внедорожник 5 дв.;синий;4.0 л / 571 л.с. / Бензин;автоматическая;полный;Не требует ремонта;11,660,000;478,260;187,128
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1116325243-03d9be50/;Mercedes-Benz GLE Coupe AMG 63 AMG II (C167);2020;45 000 км;внедорожник 5 дв.;белый;4.0 л / 571 л.с. / Бензин;автоматическая;полный;Не требует ремонта;11,880,000;487,284;190,659
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1116074650-595a3630/;Mercedes-Benz GLE Coupe AMG 53 AMG II (C167);2021;4 000 км;внедорожник 5 дв.;серый;3.0 л / 435 л.с. / Бензин;автоматическая;полный;Не требует ремонта;12,040,000;493,847;193,227
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1116615867-87af1c24/;Mercedes-Benz GLE Coupe AMG 53 AMG II (C167);2021;20 000 км;внедорожник 5 дв.;серый;3.0 л / 435 л.с. / Бензин;автоматическая;полный;Не требует ремонта;12,100,000;496,308;194,190
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1115028063-27054b53/;Mercedes-Benz GLE Coupe AMG 53 AMG II (C167);2020;8 000 км;внедорожник 5 дв.;белый;3.0 л / 435 л.с. / Бензин;автоматическая;полный;Не требует ремонта;12,310,000;504,922;197,560
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1117026801-16bd60ee/;Mercedes-Benz GLE Coupe AMG 53 AMG II (C167);2021;19 000 км;внедорожник 5 дв.;чёрный;3.0 л / 435 л.с. / Бензин;автоматическая;полный;Не требует ремонта;12,630,000;518,047;202,696
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1117030891-6f4e95bd/;Mercedes-Benz GLE Coupe AMG 53 AMG II (C167);2020;21 000 км;внедорожник 5 дв.;белый;3.0 л / 435 л.с. / Бензин;автоматическая;полный;Не требует ремонта;12,650,000;518,867;203,017
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1116144229-d82505f4/;Mercedes-Benz GLE Coupe AMG 63 AMG II (C167);2022;1 000 км;внедорожник 5 дв.;чёрный;4.0 л / 571 л.с. / Бензин;автоматическая;полный;Не требует ремонта;12,730,000;522,149;204,301
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1116858343-44c85155/;Mercedes-Benz GLE Coupe AMG 53 AMG II (C167);2021;36 000 км;внедорожник 5 дв.;серый;3.0 л / 435 л.с. / Бензин;автоматическая;полный;Не требует ремонта;12,980,000;532,403;208,313
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1102546440-3c0291b7/;Mercedes-Benz GLE Coupe AMG 53 AMG II (C167);2020;28 000 км;внедорожник 5 дв.;чёрный;3.0 л / 435 л.с. / Бензин;автоматическая;полный;Не требует ремонта;13,000,000;533,223;208,634
